route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number,route_short_name,slug
58,1,NORMAL_58_Shanipar To Gokhalenagar_Up-0540_0,Shanipar To Gokhalenagar,,0,,3581,,,58/1,1,1,58 - Shanipar To Gokhalenagar,58-shanipar-to-gokhalenagar
58,1,NORMAL_58_Gokhalenagar To Shanipar_Down-0610_0,Gokhalenagar To Shanipar,,0,,3582,,,58/1,2,2,58 - Gokhalenagar To Shanipar,58-gokhalenagar-to-shanipar
2,1,NORMAL_2_Shivaji Nagar To Katraj (Ladies Sp)_Down-1720_0,Shivaji Nagar To Katraj (Ladies Sp),,0,,4491,,,Feb-24,12,4,2 - Shivaji Nagar To Katraj (Ladies Sp),2-shivaji-nagar-to-katraj-ladies-sp
2,1,NORMAL_2_Katraj To Shivaji Nagar (Ladies Sp)_Up-1815_0,Katraj To Shivaji Nagar (Ladies Sp),,0,,4490,,,Feb-24,13,5,2 - Katraj To Shivaji Nagar (Ladies Sp),2-katraj-to-shivaji-nagar-ladies-sp
186A,1,NORMAL_186A_Swargate To Jspm College_Down-1440_0,Swargate To Jspm College,,1,,3783,,,186/2,9,1,186A - Swargate To Jspm College,186a-swargate-to-jspm-college
186A,1,NORMAL_186A_Jspm College To Swargate_Up-1535_0,Jspm College To Swargate,,1,,3784,,,186/2,10,2,186A - Jspm College To Swargate,186a-jspm-college-to-swargate
24,1,NORMAL_24_Katraj To Maharashtra Housing Board Samtanagar_Up-0535_0,Katraj To Maharashtra Housing Board Samtanagar,,0,,4473,,,24/24,1,1,24 - Katraj To Maharashtra Housing Board Samtanagar,24-katraj-to-maharashtra-housing-board-samtanagar
24,1,NORMAL_24_Maharashtra Housing Board Samtanagar To Katraj_Down-0650_0,Maharashtra Housing Board Samtanagar To Katraj,,0,,4474,,,24/24,2,2,24 - Maharashtra Housing Board Samtanagar To Katraj,24-maharashtra-housing-board-samtanagar-to-katraj
24,1,NORMAL_24_Katraj To Maharashtra Housing Board Samtanagar (Ladies Sp)_Up-0805_0,Katraj To Maharashtra Housing Board Samtanagar (Ladies Sp),,1,,4498,,,24/24,3,3,24 - Katraj To Maharashtra Housing Board Samtanagar (Ladies Sp),24-katraj-to-maharashtra-housing-board-samtanagar-ladies-sp
24,1,NORMAL_24_Maharashtra Housing Board Samtanagar To Katraj (Ladies Sp)_Down-0925_0,Maharashtra Housing Board Samtanagar To Katraj (Ladies Sp),,1,,4508,,,24/24,4,4,24 - Maharashtra Housing Board Samtanagar To Katraj (Ladies Sp),24-maharashtra-housing-board-samtanagar-to-katraj-ladies-sp
125,1,NORMAL_125_Bopkhel To Vasantdada Putala Sangvi_Up-0605_0,Bopkhel To Vasantdada Putala Sangvi,,1,,5104,,,125/1,2,2,125 - Bopkhel To Vasantdada Putala Sangvi,125-bopkhel-to-vasantdada-putala-sangvi
311,1,NORMAL_311_Pimprigaon To Pune Station_Down-2230_0,Pimprigaon To Pune Station,,0,,4860,,,311/2,12,5,311 - Pimprigaon To Pune Station,311-pimprigaon-to-pune-station
125,1,NORMAL_125_Bopkhel To Khadki Bazar_Up-1625_0,Bopkhel To Khadki Bazar,,1,,5102,,,125/3,12,2,125 - Bopkhel To Khadki Bazar,125-bopkhel-to-khadki-bazar
125,1,NORMAL_125_Khadki Bazar To Bopkhel_Down-1715_0,Khadki Bazar To Bopkhel,,1,,5103,,,125/3,13,3,125 - Khadki Bazar To Bopkhel,125-khadki-bazar-to-bopkhel
97,1,NORMAL_97_Warje Malwadi To Sahkarnagar_Up-1130_0,Warje Malwadi To Sahkarnagar,,0,,3473,,,97/2,3,3,97 - Warje Malwadi To Sahkarnagar,97-warje-malwadi-to-sahkarnagar
97,1,NORMAL_97_Sahkarnagar To Warje Malwadi_Down-1245_0,Sahkarnagar To Warje Malwadi,,0,,3474,,,97/2,4,4,97 - Sahkarnagar To Warje Malwadi,97-sahkarnagar-to-warje-malwadi
376,1,NORMAL_376_Warje Malwadi To Bhakti Shakti_Up-2100_0,Warje Malwadi To Bhakti Shakti,,1,,4804,,,376/9,8,4,376 - Warje Malwadi To Bhakti Shakti,376-warje-malwadi-to-bhakti-shakti
21,1,NORMAL_21_Swargate To Vasantdada Putala Sangvi_Up-0520_0,Swargate To Vasantdada Putala Sangvi,,0,,2616,,,21-Jan,1,1,21 - Swargate To Vasantdada Putala Sangvi,21-swargate-to-vasantdada-putala-sangvi
21,1,NORMAL_21_Vasantdada Putala Sangvi To Swargate_Down-0605_0,Vasantdada Putala Sangvi To Swargate,,0,,2377,,,21-Jan,2,2,21 - Vasantdada Putala Sangvi To Swargate,21-vasantdada-putala-sangvi-to-swargate
13,1,NORMAL_13_Upper Depot To Shivajinagar_Up-2045_0,Upper Depot To Shivajinagar,,0,,3394,,,13-Mar,15,7,13 - Upper Depot To Shivajinagar,13-upper-depot-to-shivajinagar
13,1,NORMAL_13_Shivajinagar To Upper Depot_Down-0005_0,Shivajinagar To Upper Depot,,0,,3396,,,13-Aug,16,8,13 - Shivajinagar To Upper Depot,13-shivajinagar-to-upper-depot
363,1,NORMAL_363_Nigdi To Adarshnagar_Up-1145_0,Nigdi To Adarshnagar,,0,,3958,,,363/4,9,9,363 - Nigdi To Adarshnagar,363-nigdi-to-adarshnagar
363,1,NORMAL_363_Adarshnagar To Nigdi_Down-1220_0,Adarshnagar To Nigdi,,0,,3959,,,363/4,10,10,363 - Adarshnagar To Nigdi,363-adarshnagar-to-nigdi
158,1,NORMAL_158_Ma Na Pa To Lohgaon_Up-1945_0,Ma Na Pa To Lohgaon,,0,,3884,,,158/5,15,5,158 - Ma Na Pa To Lohgaon,158-ma-na-pa-to-lohgaon
158,1,NORMAL_158_Lohgaon To Ma Na Pa_Down-2115_0,Lohgaon To Ma Na Pa,,0,,3885,,,158/5,16,6,158 - Lohgaon To Ma Na Pa,158-lohgaon-to-ma-na-pa
11,1,NORMAL_11_Marketyard To Pimplegurav_Up-0720_0,Marketyard To Pimplegurav,,0,,2356,,,11-Oct,1,1,11 - Marketyard To Pimplegurav,11-marketyard-to-pimplegurav
126,1,NORMAL_126_Pimplenilakh To Vishrantwadi_Down-1840_0,Pimplenilakh To Vishrantwadi,,0,,3540,,,126/5,11,3,126 - Pimplenilakh To Vishrantwadi,126-pimplenilakh-to-vishrantwadi
126,1,NORMAL_126_Vishrantwadi To Pimplenilakh_Up-1940_0,Vishrantwadi To Pimplenilakh,,0,,3539,,,126/5,12,4,126 - Vishrantwadi To Pimplenilakh,126-vishrantwadi-to-pimplenilakh
126D,1,NORMAL_126D_Khadki Bazar To Vishrantwadi_Up-2250_0,Khadki Bazar To Vishrantwadi,,0,,4087,,,126/5,15,7,126D - Khadki Bazar To Vishrantwadi,126d-khadki-bazar-to-vishrantwadi
100_18,1,NORMAL_100_Ma Na Pa to Hinjawadi Maan Phase 3_Up-1310_0,Ma Na Pa to Hinjawadi Maan Phase 3,,0,,4475,,,100/1,7,1,100_18 - Ma Na Pa to Hinjawadi Maan Phase 3,100-18-ma-na-pa-to-hinjawadi-maan-phase-3
100_18,1,NORMAL_100_Hinjawadi Maan Phase 3 to Ma Na Pa_Down-0610_0,Hinjawadi Maan Phase 3 to Ma Na Pa,,0,,4476,,,100/1,2,2,100_18 - Hinjawadi Maan Phase 3 to Ma Na Pa,100-18-hinjawadi-maan-phase-3-to-ma-na-pa
139,1,NORMAL_139_Bhekrai nagar To Nigdi_Up-0805_0,Bhekrai nagar To Nigdi,,0,,4855,,,139/9,2,2,139 - Bhekrai nagar To Nigdi,139-bhekrai-nagar-to-nigdi
139,1,NORMAL_139_Nigdi To Bhekrai nagar_Down-1000_0,Nigdi To Bhekrai nagar,,0,,4854,,,139/9,3,3,139 - Nigdi To Bhekrai nagar,139-nigdi-to-bhekrai-nagar
185,1,NORMAL_185_Hadapsar Gadital To Wagholi Kesnand_Up-0545_0,Hadapsar Gadital To Wagholi Kesnand,,1,,4659,,,185/3,1,1,185 - Hadapsar Gadital To Wagholi Kesnand,185-hadapsar-gadital-to-wagholi-kesnand
336,1,NORMAL_336_Kesnand Phata To Bhakti Shakti_Up-1330_0,Kesnand Phata To Bhakti Shakti,,0,,4857,,,336/6,5,5,336 - Kesnand Phata To Bhakti Shakti,336-kesnand-phata-to-bhakti-shakti
336,1,NORMAL_336_Bhakti Shakti To Kesnand Phata_Down-1535_0,Bhakti Shakti To Kesnand Phata,,0,,4827,,,336/6,6,1,336 - Bhakti Shakti To Kesnand Phata,336-bhakti-shakti-to-kesnand-phata
103,1,NORMAL_103_Katraj To Kothrud Depot_Up-0735_0,Katraj To Kothrud Depot,,0,,3481,,,103/7,3,3,103 - Katraj To Kothrud Depot,103-katraj-to-kothrud-depot
103,1,NORMAL_103_Kothrud Depot To Katraj_Down-0835_0,Kothrud Depot To Katraj,,0,,3479,,,103/7,4,4,103 - Kothrud Depot To Katraj,103-kothrud-depot-to-katraj
185,1,NORMAL_185_Wagholi Kesnand To Hadapsar Gadital_Down-1225_0,Wagholi Kesnand To Hadapsar Gadital,,1,,4660,,,185/5,8,8,185 - Wagholi Kesnand To Hadapsar Gadital,185-wagholi-kesnand-to-hadapsar-gadital
2I,1,NORMAL_2I_Pune Vidhyapeeth To Katraj_Down-1030_0,Pune Vidhyapeeth To Katraj,,0,,3484,,,02-Nov,6,6,2I - Pune Vidhyapeeth To Katraj,2i-pune-vidhyapeeth-to-katraj
2I,1,NORMAL_2I_Katraj To Pune Vidhyapeeth_Up-1650_0,Katraj To Pune Vidhyapeeth,,0,,3480,,,02-Nov,9,1,2I - Katraj To Pune Vidhyapeeth,2i-katraj-to-pune-vidhyapeeth
103M,1,NORMAL_103M_MIT College To Katraj_Down-0655_0,MIT College To Katraj,,0,,3808,,,103/9,2,2,103M - MIT College To Katraj,103m-mit-college-to-katraj
VJR4,1,NORMAL_VJR4_Kothrud Depot To Vishrantwadi_Up-0910_0,Kothrud Depot To Vishrantwadi,,0,,3302,,,VJR4/13,3,3,VJR4 - Kothrud Depot To Vishrantwadi,vjr4-kothrud-depot-to-vishrantwadi
2L,1,NORMAL_2L_Katraj To Narhegaon_Down-0750_0,Katraj To Narhegaon,,0,,3475,,,Feb-20,1,1,2L - Katraj To Narhegaon,2l-katraj-to-narhegaon
2,1,NORMAL_2_Naregaon To Shivaji Nagar_Up-0805_0,Naregaon To Shivaji Nagar,,0,,2199,,,Feb-20,2,2,2 - Naregaon To Shivaji Nagar,2-naregaon-to-shivaji-nagar
2,1,NORMAL_2_Shivaji Nagar To Naregaon_Down-0905_0,Shivaji Nagar To Naregaon,,0,,2903,,,Feb-20,3,3,2 - Shivaji Nagar To Naregaon,2-shivaji-nagar-to-naregaon
2L,1,NORMAL_2L_Narhegaon To Katraj_Up-1520_0,Narhegaon To Katraj,,0,,3678,,,Feb-20,8,8,2L - Narhegaon To Katraj,2l-narhegaon-to-katraj
VJR4,1,NORMAL_VJR4_Vishrantwadi To Kothrud Depot_Down-0930_0,Vishrantwadi To Kothrud Depot,,0,,3304,,,VJR4/7,4,4,VJR4 - Vishrantwadi To Kothrud Depot,vjr4-vishrantwadi-to-kothrud-depot
214,1,NORMAL_214_Katraj To Sinhgad Collage_Up-0715_0,Katraj To Sinhgad Collage,,1,,4850,,,214/1,1,1,214 - Katraj To Sinhgad Collage,214-katraj-to-sinhgad-collage
214,1,NORMAL_214_Sinhgad Collage To Katraj_Down-0740_0,Sinhgad Collage To Katraj,,1,,4851,,,214/1,2,2,214 - Sinhgad Collage To Katraj,214-sinhgad-collage-to-katraj
2H,1,NORMAL_2H_Shivajinagar To Sachchai Mata Mandir_Up-1620_0,Shivajinagar To Sachchai Mata Mandir,,0,,3497,,,02-Dec,7,1,2H - Shivajinagar To Sachchai Mata Mandir,2h-shivajinagar-to-sachchai-mata-mandir
143,1,NORMAL_143_Pune Station To Galinde Path (Vai Mhatre Pul)_Down-0800_0,Pune Station To Galinde Path (Vai Mhatre Pul),,0,,2724,,,143/7,2,2,143 - Pune Station To Galinde Path (Vai Mhatre Pul),143-pune-station-to-galinde-path-vai-mhatre-pul
205,1,NORMAL_205_Hadapsar Gadital To Vasantdada Putala Sangvi_Up-0600_0,Hadapsar Gadital To Vasantdada Putala Sangvi,,0,,3661,,,205/2,1,1,205 - Hadapsar Gadital To Vasantdada Putala Sangvi,205-hadapsar-gadital-to-vasantdada-putala-sangvi
205,1,NORMAL_205_Vasantdada Putala Sangvi To Hadapsar Gadital_Down-0710_0,Vasantdada Putala Sangvi To Hadapsar Gadital,,0,,3663,,,205/2,2,2,205 - Vasantdada Putala Sangvi To Hadapsar Gadital,205-vasantdada-putala-sangvi-to-hadapsar-gadital
VJR5,1,NORMAL_VJR5_Mukai Chowk To Ma Na Pa_Down-1835_0,Mukai Chowk To Ma Na Pa,,0,,3293,,,VJR5/5,10,4,VJR5 - Mukai Chowk To Ma Na Pa,vjr5-mukai-chowk-to-ma-na-pa
VJR5,1,NORMAL_VJR5_Ma Na Pa To Mukai Chowk_Up-2020_0,Ma Na Pa To Mukai Chowk,,0,,3290,,,VJR5/8,10,4,VJR5 - Ma Na Pa To Mukai Chowk,vjr5-ma-na-pa-to-mukai-chowk
149,1,NORMAL_149_Shewalwadi To Bhakti Shakti_Up-0955_0,Shewalwadi To Bhakti Shakti,,0,,4629,,,149/17,3,3,149 - Shewalwadi To Bhakti Shakti,149-shewalwadi-to-bhakti-shakti
14,1,NORMAL_14_Dhayari Maruti Mandir To Kesnand Phata_Up-1515_0,Dhayari Maruti Mandir To Kesnand Phata,,0,,3355,,,14-Mar,6,1,14 - Dhayari Maruti Mandir To Kesnand Phata,14-dhayari-maruti-mandir-to-kesnand-phata
303,1,NORMAL_303_Nigdi To Akurdi Railway Station_Up-0945_0,Nigdi To Akurdi Railway Station,,0,,4013,,,303/1,9,9,303 - Nigdi To Akurdi Railway Station,303-nigdi-to-akurdi-railway-station
303,1,NORMAL_303_Akurdi Railway Station To Nigdi_Down-1015_0,Akurdi Railway Station To Nigdi,,0,,4014,,,303/1,10,10,303 - Akurdi Railway Station To Nigdi,303-akurdi-railway-station-to-nigdi
133,1,NORMAL_133_Ma Na Pa Dengle Pul 2 To Sainathnagar Coloumbia Hospital_Up-1115_0,Ma Na Pa Dengle Pul 2 To Sainathnagar Coloumbia Hospital,,1,,4583,,,133/7,7,7,133 - Ma Na Pa Dengle Pul 2 To Sainathnagar Coloumbia Hospital,133-ma-na-pa-dengle-pul-2-to-sainathnagar-coloumbia-hospital
148,1,NORMAL_148_Shewalwadi To Pimple Gurav_Up-1225_0,Shewalwadi To Pimple Gurav,,1,,3878,,,148/3,5,5,148 - Shewalwadi To Pimple Gurav,148-shewalwadi-to-pimple-gurav
148,1,NORMAL_148_Pimple Gurav To Shewalwadi_Down-1355_0,Pimple Gurav To Shewalwadi,,1,,3879,,,148/3,6,6,148 - Pimple Gurav To Shewalwadi,148-pimple-gurav-to-shewalwadi
11,1,NORMAL_11_Pimplegurav To Marketyard_Down-1805_0,Pimplegurav To Marketyard,,0,,2924,,,11-Jan,10,4,11 - Pimplegurav To Marketyard,11-pimplegurav-to-marketyard
309,1,NORMAL_309_Alandi To Dehugaon_Up-1715_0,Alandi To Dehugaon,,0,,3757,,,309/6,12,2,309 - Alandi To Dehugaon,309-alandi-to-dehugaon
43,1,NORMAL_43_Balewadi Depo To Dange Chowk_Up-0625_0,Balewadi Depo To Dange Chowk,,1,,5005,,,43/29,1,1,43 - Balewadi Depo To Dange Chowk,43-balewadi-depo-to-dange-chowk
43,1,NORMAL_43_Dange Chowk To Katraj Via Chandani Chowk_Down-0645_0,Dange Chowk To Katraj Via Chandani Chowk,,1,,5004,,,43/29,2,2,43 - Dange Chowk To Katraj Via Chandani Chowk,43-dange-chowk-to-katraj-via-chandani-chowk
43,1,NORMAL_43_Katraj To Dange Chowk Via Chandani Chowk_Up-0805_0,Katraj To Dange Chowk Via Chandani Chowk,,1,,5003,,,43/29,3,3,43 - Katraj To Dange Chowk Via Chandani Chowk,43-katraj-to-dange-chowk-via-chandani-chowk
43,1,NORMAL_43_Dange Chowk To Balewadi Depo_Down-1920_0,Dange Chowk To Balewadi Depo,,1,,5006,,,43/29,10,4,43 - Dange Chowk To Balewadi Depo,43-dange-chowk-to-balewadi-depo
47A,1,NORMAL_47A_Vadgaon Bk To Shaniwarwada Stand_Down-2340_0,Vadgaon Bk To Shaniwarwada Stand,,0,,2646,,,50/5,12,6,47A - Vadgaon Bk To Shaniwarwada Stand,47a-vadgaon-bk-to-shaniwarwada-stand
208,1,NORMAL_208_Hinjawadi Maan Phase 3 To Hadapsar Gadital_Down-2350_0,Hinjawadi Maan Phase 3 To Hadapsar Gadital,,0,,3943,,,208/5,8,4,208 - Hinjawadi Maan Phase 3 To Hadapsar Gadital,208-hinjawadi-maan-phase-3-to-hadapsar-gadital
208,1,NORMAL_208_Hadapsar Gadital To Hinjawadi Maan Phase 3_Up-0800_0,Hadapsar Gadital To Hinjawadi Maan Phase 3,,0,,3940,,,208/7,1,1,208 - Hadapsar Gadital To Hinjawadi Maan Phase 3,208-hadapsar-gadital-to-hinjawadi-maan-phase-3
298,1,NORMAL_298_Katraj To Chinchwad Gaon_Up-1535_0,Katraj To Chinchwad Gaon,,0,,3310,,,298/9,5,1,298 - Katraj To Chinchwad Gaon,298-katraj-to-chinchwad-gaon
33,1,NORMAL_33_Taljai Pathar To Na Ta Wadi_Up-1045_1,Taljai Pathar To Na Ta Wadi,,0,,2275,,,33/4,5,5,33 - Taljai Pathar To Na Ta Wadi,33-taljai-pathar-to-na-ta-wadi
33,1,NORMAL_33_Na Ta Wadi To Taljai Pathar_Down-1130_0,Na Ta Wadi To Taljai Pathar,,0,,2928,,,33/4,6,6,33 - Na Ta Wadi To Taljai Pathar,33-na-ta-wadi-to-taljai-pathar
117A,1,NORMAL_117A_Swargate To DSK Vishwa_Up-1340_0,Swargate To DSK Vishwa,,0,,3795,,,117/14,9,9,117A - Swargate To DSK Vishwa,117a-swargate-to-dsk-vishwa
117A,1,NORMAL_117A_DSK Vishwa To Swargate_Down-1430_0,DSK Vishwa To Swargate,,0,,3797,,,117/14,10,10,117A - DSK Vishwa To Swargate,117a-dsk-vishwa-to-swargate
351,1,NORMAL_351_Jambe To Alandi_Down-1600_0,Jambe To Alandi,,0,,4916,,,351/1,8,2,351 - Jambe To Alandi,351-jambe-to-alandi
78,1,NORMAL_78_NDA 10 No Gate Bus Stand To Marketyard_Down-1800_0,NDA 10 No Gate Bus Stand To Marketyard,,1,,4889,,,78/3,8,2,78 - NDA 10 No Gate Bus Stand To Marketyard,78-nda-10-no-gate-bus-stand-to-marketyard
78,1,NORMAL_78_Marketyard To NDA 10 No Gate Bus Stand_Up-2030_0,Marketyard To NDA 10 No Gate Bus Stand,,1,,4888,,,78/3,9,3,78 - Marketyard To NDA 10 No Gate Bus Stand,78-marketyard-to-nda-10-no-gate-bus-stand
162,1,NORMAL_162_Pune Station To Kendurgaon_Up-0500_0,Pune Station To Kendurgaon,,0,,3967,,,162/1,1,1,162 - Pune Station To Kendurgaon,162-pune-station-to-kendurgaon
162,1,NORMAL_162_Kendurgaon To Pune Station_Down-0625_0,Kendurgaon To Pune Station,,0,,3980,,,162/1,2,2,162 - Kendurgaon To Pune Station,162-kendurgaon-to-pune-station
351,1,NORMAL_351_Alandi To Jambe_Up-1805_0,Alandi To Jambe,,0,,4915,,,351/1,9,3,351 - Alandi To Jambe,351-alandi-to-jambe
374_81,1,NORMAL_374_Nigdi To Sai Nagar_Up-1510_0,Nigdi To Sai Nagar,,1,,4293,,,374/1,13,3,374_81 - Nigdi To Sai Nagar,374-81-nigdi-to-sai-nagar
374_81,1,NORMAL_374_Sai Nagar To Nigdi_Down-0705_0,Sai Nagar To Nigdi,,1,,4244,,,374/2,2,2,374_81 - Sai Nagar To Nigdi,374-81-sai-nagar-to-nigdi
82,1,NORMAL_82_Ganpati Matha To Ma Na Pa To Ganpati Matha_Round-0800_0,Ganpati Matha To Ma Na Pa To Ganpati Matha,,1,,5117,,,82/18,1,1,82 - Ganpati Matha To Ma Na Pa To Ganpati Matha,82-ganpati-matha-to-ma-na-pa-to-ganpati-matha
111,1,NORMAL_111_Bhekrainagar To Ma Na Pa (Ladies Sp)_Up-0805_0,Bhekrainagar To Ma Na Pa (Ladies Sp),,1,,4484,,,111/13,1,1,111 - Bhekrainagar To Ma Na Pa (Ladies Sp),111-bhekrainagar-to-ma-na-pa-ladies-sp
111,1,NORMAL_111_Ma Na Pa To Bhekrainagar (Ladies Sp)_Down-0920_0,Ma Na Pa To Bhekrainagar (Ladies Sp),,1,,4489,,,111/13,2,2,111 - Ma Na Pa To Bhekrainagar (Ladies Sp),111-ma-na-pa-to-bhekrainagar-ladies-sp
111,1,NORMAL_111_Bhekrainagar To Ma Na Pa_Up-1035_0,Bhekrainagar To Ma Na Pa,,0,,3492,,,111/13,3,3,111 - Bhekrainagar To Ma Na Pa,111-bhekrainagar-to-ma-na-pa
78A,1,NORMAL_78A_Marketyard To Warje Malwadi_Up-1235_0,Marketyard To Warje Malwadi,,0,,2585,,,78/2,5,5,78A - Marketyard To Warje Malwadi,78a-marketyard-to-warje-malwadi
203,1,NORMAL_203_Bhekarai Depot To Pune station_Up-0620_0,Bhekarai Depot To Pune station,,1,,4351,,,203/3,1,1,203 - Bhekarai Depot To Pune station,203-bhekarai-depot-to-pune-station
203,1,NORMAL_203_Pune Station To Bhekarai Depot_Down-0710_0,Pune Station To Bhekarai Depot,,1,,4352,,,203/3,2,2,203 - Pune Station To Bhekarai Depot,203-pune-station-to-bhekarai-depot
VJR1,1,NORMAL_VJR1_Hadapsar Gadital To Dhayari Maruti Mandir_Up-1940_0,Hadapsar Gadital To Dhayari Maruti Mandir,,0,,4359,,,VJR1/3,9,3,VJR1 - Hadapsar Gadital To Dhayari Maruti Mandir,vjr1-hadapsar-gadital-to-dhayari-maruti-mandir
VJR1,1,NORMAL_VJR1_Dhayari Maruti Mandir To Hadapsar Gadital_Down-2125_0,Dhayari Maruti Mandir To Hadapsar Gadital,,0,,4365,,,VJR1/3,10,4,VJR1 - Dhayari Maruti Mandir To Hadapsar Gadital,vjr1-dhayari-maruti-mandir-to-hadapsar-gadital
129,1,NORMAL_129_Balewadi Depot To Pune Station_Down-0655_0,Balewadi Depot To Pune Station,,0,,2217,,,129/1,1,1,129 - Balewadi Depot To Pune Station,129-balewadi-depot-to-pune-station
129,1,NORMAL_129_Pune Station To Balewadi Depot_Up-0755_0,Pune Station To Balewadi Depot,,0,,2501,,,129/1,2,2,129 - Pune Station To Balewadi Depot,129-pune-station-to-balewadi-depot
302,1,NORMAL_302_Gavhanevasti Bhosari To Pimprigaon_Down-1155_0,Gavhanevasti Bhosari To Pimprigaon,,0,,4039,,,302/1,12,12,302 - Gavhanevasti Bhosari To Pimprigaon,302-gavhanevasti-bhosari-to-pimprigaon
302,1,NORMAL_302_Pimprigaon To Gavhanevasti Bhosari_Up-1230_0,Pimprigaon To Gavhanevasti Bhosari,,0,,4038,,,302/1,13,13,302 - Pimprigaon To Gavhanevasti Bhosari,302-pimprigaon-to-gavhanevasti-bhosari
302A(New),1,NORMAL_302A(New)_Alandi To Pimprigaon_Down-1720_0,Alandi To Pimprigaon,,0,,4041,,,302/5,12,4,302A(New) - Alandi To Pimprigaon,302anew-alandi-to-pimprigaon
302A(New),1,NORMAL_302A(New)_Pimprigaon To Alandi_Up-1830_0,Pimprigaon To Alandi,,0,,4040,,,302/5,13,5,302A(New) - Pimprigaon To Alandi,302anew-pimprigaon-to-alandi
302D,1,NORMAL_302D_Pimprigaon To Nehrunagar Depo_Down-2120_0,Pimprigaon To Nehrunagar Depo,,0,,4437,,,302/5,15,7,302D - Pimprigaon To Nehrunagar Depo,302d-pimprigaon-to-nehrunagar-depo
302B,1,NORMAL_302B_Pimprigaon To Bopkhel_Up-0615_0,Pimprigaon To Bopkhel,,0,,4050,,,302/6,1,1,302B - Pimprigaon To Bopkhel,302b-pimprigaon-to-bopkhel
302B,1,NORMAL_302B_Bopkhel To Pimprigaon_Down-0705_0,Bopkhel To Pimprigaon,,0,,4051,,,302/6,2,2,302B - Bopkhel To Pimprigaon,302b-bopkhel-to-pimprigaon
301,1,NORMAL_301_Swargate To Hadapsar Gadital_Up-1600_0,Swargate To Hadapsar Gadital,,1,,5234,,,301/21,7,1,301 - Swargate To Hadapsar Gadital,301-swargate-to-hadapsar-gadital
301,1,NORMAL_301_Hadapsar Gadital To Swargate_Down-1645_0,Hadapsar Gadital To Swargate,,1,,5235,,,301/21,8,2,301 - Hadapsar Gadital To Swargate,301-hadapsar-gadital-to-swargate
335A,1,NORMAL_335A_Jambe To Dange Chowk_Down-1820_0,Jambe To Dange Chowk,,0,,3867,,,335/1,20,8,335A - Jambe To Dange Chowk,335a-jambe-to-dange-chowk
335,1,NORMAL_335_Jambe To Nehrunagar Depot_Down-2115_0,Jambe To Nehrunagar Depot,,1,,3869,,,335/1,24,12,335 - Jambe To Nehrunagar Depot,335-jambe-to-nehrunagar-depot
335,1,NORMAL_335_Nehrunagar Depot To Nere Dattawadi_Up-0600_0,Nehrunagar Depot To Nere Dattawadi,,1,,5086,,,335/2,1,1,335 - Nehrunagar Depot To Nere Dattawadi,335-nehrunagar-depot-to-nere-dattawadi
335,1,NORMAL_335_Nere Dattawadi To Dange Chowk_Down-0700_0,Nere Dattawadi To Dange Chowk,,1,,5084,,,335/2,2,2,335 - Nere Dattawadi To Dange Chowk,335-nere-dattawadi-to-dange-chowk
335,1,NORMAL_335_Dange Chowk To Nere Dattawadi_Up-0750_0,Dange Chowk To Nere Dattawadi,,1,,5083,,,335/2,3,3,335 - Dange Chowk To Nere Dattawadi,335-dange-chowk-to-nere-dattawadi
203P,1,NORMAL_203P_Pune Station To Shewalwadi_Down-0725_0,Pune Station To Shewalwadi,,0,,4350,,,203/6,2,2,203P - Pune Station To Shewalwadi,203p-pune-station-to-shewalwadi
203P,1,NORMAL_203P_Shewalwadi To Pune station_Up-0815_0,Shewalwadi To Pune station,,1,,3703,,,203/6,3,3,203P - Shewalwadi To Pune station,203p-shewalwadi-to-pune-station
180,1,NORMAL_180_Bhekrainagar To Na Ta Wadi_Down-1100_0,Bhekrainagar To Na Ta Wadi,,0,,3639,,,180/7,5,5,180 - Bhekrainagar To Na Ta Wadi,180-bhekrainagar-to-na-ta-wadi
180,1,NORMAL_180_Na Ta Wadi To Bhekrainagar_Up-1210_0,Na Ta Wadi To Bhekrainagar,,0,,3638,,,180/7,6,6,180 - Na Ta Wadi To Bhekrainagar,180-na-ta-wadi-to-bhekrainagar
148,1,NORMAL_148_Bhekhrainagar To Pimplegurav_Up-0630_0,Bhekhrainagar To Pimplegurav,,1,,5190,,,148/12,1,1,148 - Bhekhrainagar To Pimplegurav,148-bhekhrainagar-to-pimplegurav
148,1,NORMAL_148_Pimplegurav To Bhekhrainagar_Down-0720_0,Pimplegurav To Bhekhrainagar,,1,,5191,,,148/12,2,2,148 - Pimplegurav To Bhekhrainagar,148-pimplegurav-to-bhekhrainagar
323B,4,NORMAL_323B_Nehrunagar Depo To Chikhali_Up-0630_0,Nehrunagar Depo To Chikhali,,0,,3963,,,355/7,1,1,323B - Nehrunagar Depo To Chikhali,323b-nehrunagar-depo-to-chikhali
355,4,NORMAL_355_Chikhali To Dange Chowk_Down-0700_0,Chikhali To Dange Chowk,,0,,4902,,,355/7,2,2,355 - Chikhali To Dange Chowk,355-chikhali-to-dange-chowk
355,4,NORMAL_355_Dange Chowk To Chikhali_Up-0740_0,Dange Chowk To Chikhali,,0,,4901,,,355/7,4,3,355 - Dange Chowk To Chikhali,355-dange-chowk-to-chikhali
